Gene,T1,T2,T3,T4,T5
A1BG,0.275177153,-0.002898048,0.207174383,0.214840067,0.518443814
A1BG-AS1,0.043304801,0,0,0.022674654,0
A2M,0,0,0,0,0
A2M-AS1,0,0,0.034676837,0,0
A4GALT,0,0,0,0,0
AAAS,0.133350626,0.307411092,0.029643509,-0.031131012,0.046345654
AACS,0.13151335,0,0,0.041017237,0.09908697
AADAT,0.058495597,-0.033637051,-0.033637051,-0.033637051,-0.033637051
AAED1,-0.326299151,-0.637442087,-0.283352859,-0.19145161,-0.102334784
AAGAB,0.131841411,0.011130532,0.039283132,0.115692788,-0.05571804
AAK1,0.036853688,0.656062733,-0.150973162,-0.135931376,-0.07662613
AAMDC,0.100253072,-0.101991232,-0.101991232,-0.033656618,-0.071471775
AAMP,0.267784051,0.311525984,0.094608517,0.026054614,0.161479644
AAR2,0.057258681,0.247311054,0.099089524,0.098561819,0.103300603
AARD,0,0,0.062592835,0.026288519,0
AARS,-0.057699338,0.381265646,-0.010975855,-0.012710168,-0.057699338
AARS2,-0.057578425,-0.057578425,-0.020527209,-0.045553892,-0.034190342
AARSD1,-0.116551078,0.101884982,0.016400325,0.062735326,-0.100579011
AASDH,0.203273634,0,0.081843863,0.217586857,0
AASDHPPT,0.249138853,0.445534849,0.293104595,0.145923175,0.228731009
AASS,0,0.162540462,0.038958854,0.011127291,0
AATBC,0,0,0,0,0
AATF,0.062322123,-0.196935556,-0.100034659,-0.055447446,-0.183635198
AATK,-0.033637051,-0.033637051,-0.033637051,-0.033637051,-0.033637051
ABALON,0,0.280554169,0,0,0.010779205
ABAT,-0.002765851,-0.046070652,-0.046070652,-0.046070652,-0.046070652
ABCA1,-0.112745887,0.467590595,0.113301014,-0.028378001,-0.101966682
ABCA10,0,0,0,0.035412042,0
ABCA2,0.049598727,-0.057578425,-0.057578425,-0.041263339,-0.049502087
ABCA3,0,0,0,0,0.008076338
ABCA5,-0.051839125,-0.135309786,-0.005882061,0.054268494,0.023774275
ABCA6,0,0,0,0,0.013729962
ABCA7,-0.05541091,-0.05541091,0.015720598,0.06741945,-0.05541091
ABCA8,0,0,0,0,0
ABCB1,-0.021636867,-0.080246758,-0.080246758,-0.080246758,-0.080246758
ABCB10,0,0,0,0.030622416,0
ABCB4,0,0,0.286445172,0.142873504,0
ABCB5,0,0,0,0,0
ABCB6,0,0,0,0,0
ABCB7,0.05575173,-0.039145378,-0.22660964,-0.210812577,-0.298485669
ABCB8,0.041686037,0.066848572,0.080641752,0.075625972,0.03314551
ABCB9,-0.047663647,-0.047663647,-0.047663647,-0.047663647,0.156573388
ABCC1,-0.066253208,-0.14428284,-0.097512397,-0.102723417,-0.096283927
ABCC10,0.043304801,0,0.051806713,0.034396141,0.016542269
ABCC2,0,0,0,0,0
ABCC3,0,0,0,0,0
ABCC4,-0.032382287,-0.086391373,-0.086391373,-0.086391373,-0.061823687
ABCC5,-0.024185795,-0.031221054,-0.088656651,-0.024049784,-0.088656651
ABCC6,0,0,0,0,0
ABCD1,0.104936798,0,0,0.010082669,0.022908047
ABCD2,0,0,0,0,0
ABCD3,0.231103659,0.232067105,0.155862024,0.066753069,-0.003522835
ABCD4,-0.103256973,-0.031300001,-0.139055079,-0.100383983,-0.231093961
ABCE1,-0.059057639,-0.261688905,-0.073576138,-0.141453971,-0.431722637
ABCF1,-0.089440968,0.322681041,-0.214225331,-0.165588668,-0.603936225
ABCF2,0.143840759,-0.081737176,-0.081737176,-0.042425691,-0.034359994
ABCF3,-0.057626729,0.078501772,0.039388085,0.161425211,0.012936266
ABCG1,-0.052871649,0.042238372,0.3467767,0.161638985,-0.093890129
ABCG2,0.038118939,0,0,0,0.080113002
ABHD1,-0.039066466,-0.039066466,0.003745347,-0.039066466,-0.039066466
ABHD10,-0.009292399,0.010886253,0.076132342,0.051942903,0.008911365
ABHD11,0.059165155,0,0.151118734,0.088379088,0.169517007
ABHD11-AS1,0,0,0,0,0
ABHD12,-0.082259047,0.341041474,-0.106534251,-0.214785189,-0.087275709
ABHD12B,0.054009086,0,0,0,0
ABHD13,-0.130896047,0.36685403,-0.01815919,0.091026168,-0.315066807
ABHD14A,0.181210739,-0.210192687,-0.104108087,-0.000766608,0.239067362
ABHD14B,-0.27186507,-0.68248578,-0.47145537,-0.403949725,-0.70200792
ABHD15,0.04478971,0.339860941,0.310265414,0.033116121,0
ABHD16A,0,0,0,0.033894265,0
ABHD17A,0.060634913,-0.032515898,-0.06903614,0.077497098,0.008704395
ABHD17B,0.323645734,-0.103433092,0.268037175,0.130237321,-0.020299884
ABHD17C,-0.003189062,-0.048602277,-0.048602277,-0.043614914,-0.048602277
ABHD18,-0.017680842,-0.12132765,0.002914318,-0.081417825,-0.12132765
ABHD2,0.124842693,0.20164312,-0.007624819,0.010603414,0.079366781
ABHD3,0.010631262,0.579332459,0.173931001,-0.053274584,-0.157413251
ABHD4,0.081578482,0,0,0.026288519,0.050969381
ABHD5,0.139102954,0.136128501,0.184195227,0.118341559,0.099442482
ABHD6,0,0,0,0,0
ABHD8,-0.039493195,-0.039493195,0.014337925,-0.018568704,0.201598034
ABI1,-0.122074656,0.159551912,-0.077070579,0.08472796,-0.344566121
ABI2,-0.016188367,-0.433018368,-0.412585134,-0.392449138,-0.339152621
ABI3,0,0,0.048500964,0.015018697,0
ABL1,-0.002357005,0.012746086,0.008467111,-0.05324095,-0.10273686
ABL2,0.034568285,-0.15414769,-0.083413001,-0.104970571,-0.124297484
ABLIM1,-0.353889071,-0.42114086,-0.215261525,-0.24045651,-0.415016557
ABLIM2,0,0,0,0,0
ABO,-0.193481615,-0.337472798,-0.337472798,-0.337472798,-0.337472798
ABR,-0.03760594,-0.061149366,0.097144759,0.012537609,0.026228312
ABRACL,0.193688,0.385896854,-0.864960988,-0.822766296,-0.541340568
ABT1,-0.061264943,0.566148764,0.276449649,0.160458682,-0.251880176
ABTB1,0.027463198,-0.1706105,0.114243392,0.03600117,-0.108508653
ABTB2,0,0,0,0.028783015,0
AC000068.5,0,0,0,0.056325283,0.022359249
AC002116.7,0,0,0,0,0.020623479
AC002117.1,-0.109108784,-0.109108784,0.042423388,-0.002493438,-0.04203204
AC002306.1,0,0,0,0,0
AC002310.12,0.073329516,-0.041601886,-0.041601886,-0.041601886,-0.035477583
AC002310.7,0,0,0,0,0
AC002331.1,0,0,0,0,0
AC002451.3,0,0,0,0,0
AC002454.1,0.789838396,0.188704469,-0.275078324,-0.275078324,-0.275078324
AC002456.2,0,0,0.021347085,0,0
AC002467.7,0,0,0,0,0
AC002550.6,0,0,0,0,0
AC003075.4,0.051762171,0,0.077024718,0.193054318,0.016542269
AC003991.3,0.026891746,0,0,0,0
AC004067.5,0,0,0,0,0
AC004069.2,0.020022542,-0.104356392,-0.083923158,-0.089348569,-0.104356392
AC004076.5,0,0,0,0,0
AC004156.3,0.044416536,0,0,0,0
AC004381.6,0.119054205,-0.057578425,-0.057578425,-0.057578425,-0.057578425
AC004510.3,0.064470856,0,0,0,0
AC004540.4,0,0,0,0,0
AC004540.5,-0.001868517,-0.039987456,-0.039987456,-0.024539704,0.007807634
AC004556.1,0,0,0,0,0
AC004754.3,0,0,0,0,0
AC004791.2,0.483769185,-0.161086436,-0.161086436,-0.161086436,-0.161086436
AC004854.4,0,0,0,0,0.011672316
AC004878.2,-0.098294599,-0.098294599,-0.098294599,-0.098294599,-0.087515394
AC004878.8,0,0,0,0,0
AC004893.11,0,0,0.05355234,0.018755855,0
AC004951.6,-0.103167101,-0.01184055,-0.008822486,0.120083485,-0.028489281
AC005037.3,0,0,0.105248845,0.010082669,0.047377182
AC005076.5,0.061880047,-0.057699338,-0.057699338,-0.057699338,-0.051575035
AC005082.12,0,0,0,0,0
AC005224.2,0,0,0,0,0
AC005253.2,-0.092886834,0.401918561,0.009558277,0.013374714,-0.031893252
AC005264.2,0,0,0,0,0
AC005329.7,0,0,0,0.035026364,0
AC005339.2,0,0,0,0,0.010359708
AC005363.11,0,0,0,0.0085956,0.047998913
AC005477.1,0,0,0,0,0
AC005480.1,0,0,0,0,0.007725492
AC005498.3,0,0,0,0,0
AC005523.2,0.026891746,0,0.038926265,0.034696518,0.01027641
AC005523.3,0,0,0,0.023087159,0.02587232
AC005534.8,0,0,0,0,0
AC005614.3,0,0,0,0,0
AC005618.6,0,0,0,0,0.010962448
AC005944.2,0,0,0,0,0
AC006116.17,0,0,0,0,0
AC006129.2,0.012472607,-0.062736744,-0.044102777,-0.004227436,0.017341814
AC006160.5,0,0,0,0,0
AC006277.2,0,0,0,0,0
AC006369.2,0,0,0,0,0
AC006449.2,0,0,0,0,0
AC006547.15,0,0,0,0.035432722,0
AC006942.4,0,0,0.052882883,0,0
AC006994.2,0.028913387,0,0,0,0.010359708
AC007009.1,0,0,0,0,0.014702362
AC007038.7,0,0,0,0,0
AC007050.17,0,0,0,0,0
AC007161.5,0,0,0.03624324,0,0
AC007228.11,0,0,0,0.008096462,0
AC007228.9,0,0,0,0,0.027995892
AC007246.3,0.081857617,0,0.042057315,0.040617827,0.20178883
AC007292.3,0,0,0,0,0
AC007292.6,0,0,0,0.026867807,0
AC007325.4,0.211862796,-0.05541091,-0.05541091,-0.026891909,-0.017794472
AC007349.5,0,0,0,0,0
AC007365.3,0,0,0,0,0
AC007381.3,0,0,0,0,0
AC007383.3,0.064470856,0,0,0,0.025286422
AC007383.4,0,0,0,0,0
AC007386.2,0,0,0,0.039396235,0
AC007386.4,0,0,0.040714248,0,0.010359708
AC007405.6,0,0,0,0,0.009143512
AC007620.3,0,0,0.033832292,0,0
AC007773.2,0,0,0,0.016396823,0
AC007879.2,0,0,0,0,0
AC007880.1,0,0,0.03808211,0,0
AC007906.1,0,0,0,0,0
AC007950.2,0,0,0,0,0.022277262
AC008079.10,-0.10849996,-0.10849996,-0.067785713,0.020704776,-0.10849996
AC008088.4,0,0,0,0,0
AC008440.5,0,0,0,0,0
AC008746.12,0,0,0,0,0
AC008753.6,0,0,0.046559861,0,0
AC009005.2,0,0,0.049375832,0.017142654,0
AC009065.4,0,0,0,0,0
AC009120.10,-0.033637051,-0.033637051,0.002284461,0.03091946,-0.033637051
AC009120.11,0,0,0,0.019113279,0.047377182
AC009133.12,-0.054726647,-0.054726647,-0.023546521,-0.011299565,-0.025452075
AC009133.17,0,0,0.03583852,0,0.014702362
AC009133.21,0,0,0,0,0
AC009299.2,0,0,0,0,0.016177726
AC009299.3,0,0,0,0,0.021464273
AC009403.2,-0.067943936,-0.045897316,0.040393777,0.024207379,-0.085609417
AC009404.2,-0.033637051,-0.033637051,-0.033637051,-0.009942899,-0.033637051
AC009473.1,0,0,0.037514173,0,0
AC009495.2,0,0,0,0,0
AC009501.4,0,0,0.099234685,0,0
AC009505.2,0,0,0,0,0
AC009506.1,-0.130895856,-0.174200657,-0.174200657,-0.174200657,-0.174200657
AC009948.5,0.08786855,0.066848572,0.091415119,0,0.018292924
AC009950.2,0,0,0,0,0
AC009961.3,0.04478971,0,0.026136731,0.05115364,0
AC010226.4,0,0,0.13020755,0.037812764,0.153549087
AC010287.1,0,0,0,0,0
AC010642.1,0,0,0,0,0
AC010746.3,0,0,0,0,0
AC010761.8,0.038118939,0,0.043049443,0.108278471,0.02711566
AC010883.5,0.052082869,0,0.035564629,0.069195831,0
AC010894.3,0,0,0.045006302,0.009868264,0.006134397
AC011043.1,0,0,0,0,0
AC011747.4,0,0.066848572,0,0,0
AC011893.3,0,0,0,0,0
AC011899.9,0,0,0,0,0
AC011997.1,0,0,0,0,0
AC012074.2,0,0,0,0,0
AC012123.1,0,0,0,0.042253527,0
AC012314.8,0,0,0,0.010691114,0.026462888
AC012358.8,0,0,0,0,0.016177726
AC012360.4,0,0,0,0,0.012901578
AC013264.2,0,0,0.015561609,0.009910728,0
AC013461.1,0.495606318,-0.107579244,-0.068308057,-0.055449663,-0.107579244
AC013463.2,0,0,0.039808696,0,0
AC015691.13,0,0,0,0,0
AC015849.19,0,0,0,0,0
AC015849.2,0,0,0,0,0
AC015922.6,0,0,0,0,0
AC015987.1,-0.061149366,-0.061149366,-0.061149366,-0.021677781,-0.061149366
AC016549.1,0,0,0.040714248,0.118325461,0.013729962
AC016629.3,0,0,0,0,0
AC016700.5,0,0,0,0,0.018610011
AC016831.7,0.182974026,0,0.409995792,0.421702155,0.259797036
AC016907.3,0,0,0,0,0
AC017002.1,0,0,0,0,0.013029269
AC017002.2,0,0,0,0,0.031386619
AC017104.2,0,0,0,0,0
AC018816.3,0,0,0.037650755,0,0.012440235
AC020571.3,0,0,0,0,0
AC021188.4,-0.054726647,-0.054726647,-0.054726647,-0.03981956,-0.054726647
AC021224.1,0,0,0,0,0.013812197
AC022007.5,0,0,0,0,0.034860587
AC022154.7,0,0,0.037288725,0,0
AC022182.1,0,0,0,0,0.013029269
AC022182.3,0,0,0,0.053807027,0.02949517
AC023590.1,-0.095136159,-0.028287588,0.040019005,0.011994177,-0.083463843
AC024560.2,0,0,0,0,0
AC024592.12,0,0,0.015992083,0,0.012440235
AC025171.1,0.064470856,0,0.038909992,0,0
AC025335.1,0.041686037,0,0,0,0
AC026202.3,0,0,0,0,0.033980803
AC026471.6,-0.055269727,-0.055269727,-0.055269727,-0.055269727,-0.055269727
AC034243.1,0,0,0,0,0
AC046143.3,0,0,0,0,0
AC058791.1,0,0,0.10120317,0.087175826,0.228769307
AC061992.2,0,0,0,0,0
AC062017.1,0,0,0,0.017445641,0.159867821
AC062029.1,-0.103764952,-0.103764952,0.023848641,-0.070588614,-0.065365372
AC064834.2,0,0,0,0.024023691,0
AC068282.3,-0.047663647,-0.047663647,-0.047663647,-0.047663647,-0.047663647
AC068499.10,0.04101848,0,0,0,0
AC068831.10,-0.039987456,-0.039987456,-0.039987456,-0.039987456,-0.039987456
AC068831.16,-0.054726647,-0.054726647,-0.054726647,-0.054726647,-0.054726647
AC068831.6,0,0,0,0,0
AC069277.2,0,0,0,0,0
AC069363.1,0,0,0,0.009955153,0
AC069513.4,0,0,0,0,0.073810313
AC072062.1,0,0,0,0,0
AC073072.5,0,0,0,0.015987901,0
AC073115.7,0,0,0,0,0
AC073283.4,0,0,0,0,0
AC073283.7,0,0,0,0,0
AC073657.1,0,0,0,0,0
AC074117.10,0.041686037,0,0.153206375,0.094346335,0.058447368
AC074183.4,0,0,0,0.03574409,0
AC074289.1,0,0,0.026136731,0.231559226,0.135261831
AC078883.3,0.103392898,0,0.08365666,0.042481526,0.181426746
AC079305.10,0,0.13073634,0.085280404,0,0.054204478
AC079354.5,0,0,0,0,0
AC079630.4,0,0,0,0.01354348,0.01027641
AC079767.4,0,0,0.95544815,1.41948625,0
AC079807.2,0,0,0.037514173,0,0
AC079922.3,-0.075415629,-0.017980032,-0.075415629,-0.075415629,-0.075415629
AC083843.1,0,0,0,0,0
AC083843.2,0,0,0,0.017445641,0
AC083949.1,0,0,0,0.036505172,0
AC084149.1,0,0.162540462,0,0,0
AC084219.4,0,0,0,0,0
AC087294.2,0,0,0.042910506,0,0
AC090498.1,-0.006273073,-0.005478662,0.335313755,0.397970711,-0.626233314
AC090587.5,0,0,0,0.025776353,0
AC090616.2,0,0,0,0,0
AC091633.3,0,0,0,0,0
AC091729.9,0.037933706,0.438964984,0.043009655,0.027892205,0.100154099
AC091814.2,0,0,0,0,0
AC092301.3,0,0,0.047149552,0.018812597,0
AC092535.3,0,0,0,0,0
AC092580.4,0.023543427,0,0,0.069698491,0
AC092620.3,0,0,0,0,0
AC092669.3,0,0,0,0.019008115,0
AC092835.2,0,0,0,0,0
AC093159.1,0,0,0,0,0
AC093323.3,0.054009086,0.438964984,0.166862257,0.111729419,0
AC093388.3,-0.162675262,-0.026546761,-0.162675262,-0.144093153,-0.162675262
AC093495.4,0.074235859,0,0.036527726,0.023294728,0.067076744
AC093609.1,0,0,0.030993234,0,0
AC093627.10,0,0,0,0,0
AC093627.9,0.054009086,0,0,0,0
AC093642.3,0,0.057435597,0,0.021876936,0
AC093673.5,0.050061776,-0.160190785,-0.160190785,-0.103352914,-0.033895947
AC093818.1,-0.01471014,-0.041601886,0.000455429,-0.041601886,0.252063817
AC093901.1,0,0.066848572,0,0,0
AC096772.6,0,0,0,0,0.084263994
AC097495.2,0,0,0,0,0
AC097713.4,0,0,0,0,0
AC097721.2,0,0,0,0.022189192,0
AC097724.3,-0.039066466,-0.039066466,-0.039066466,-0.017904257,-0.039066466
AC098617.1,0,0,0,0,0
AC099850.1,0,0,0,0,0
AC100830.3,-0.055269727,-0.055269727,-0.055269727,-0.055269727,-0.055269727
AC100830.4,0,0,0,0,0
AC100830.5,0,0,0,0,0
AC103563.8,0,0,0,0,0
AC104024.1,0,0.066848572,0,0.158276964,0.026462888
AC104532.4,0.037256946,0,0,0.042561811,0
AC104653.1,0.023543427,0,0,0,0.024534988
AC104655.3,-0.050901175,-0.050901175,-0.050901175,-0.050901175,-0.050901175
AC104699.1,0,0,0,0.046878534,0.14193314
AC104820.2,-0.047691223,-0.047691223,-0.047691223,-0.047691223,-0.047691223
AC105760.2,0.038118939,0,0,0,0
AC107081.5,0,0,0,0.02221297,0
AC108004.3,-0.04938851,-0.04938851,-0.04938851,-0.04938851,-0.04938851
AC108488.4,0,0,0,0,0
AC109333.10,0,0,0.049665675,0,0.006806038
AC109826.1,0.054009086,0,0,0,0
AC113189.5,0.015006998,-0.022865416,0.075830321,0.030068666,-0.00954751
AC113404.1,-0.039987456,-0.039987456,-0.013850725,-0.039987456,-0.039987456
AC114271.2,-0.047918554,-0.047918554,-0.047918554,-0.042931191,-0.047918554
AC116366.6,-0.010721444,-0.169490911,0.064724631,-0.110854463,-0.004436547
AC116614.1,0,0,0,0,0
AC124944.3,0,0,0,0,0.029274571
AC129492.6,0,0,0,0,0
AC130469.2,0,0,0,0,0
AC131056.3,0,0,0,0,0
AC131056.5,0,0,0,0,0
AC133528.2,0,0,0,0,0
AC133644.2,0.110004543,-0.042349931,-0.042349931,-0.033754331,0.135058864
AC137932.4,0.058609891,0,0.254851584,0.207800279,0.006124303
AC137934.1,0,0.066848572,0.05370686,0,0
AC138969.4,0,0.136128501,0,0.022674654,0
AC140725.4,0.044801951,0,0,0,0
AC142472.6,0,0,0.083146104,0.036653076,0
AC142528.1,0,0,0,0,0
AC144652.1,0.028913387,0,0,0.042206816,0
AC144831.1,0,0,0,0,0
AC144831.3,0,0,0,0,0
AC145110.1,0,0,0,0,0
AC145124.2,0,0,0,0,0
AC145212.2,0,0,0,0.016396823,0.024498056
AC145212.4,0,0,0,0,0
AC147651.4,-0.031959193,-0.062816856,-0.062816856,-0.005083852,0.028663445
AC159540.1,-0.003963873,-0.061149366,-0.061149366,0.018317631,-0.028150017
AC195454.1,0,0,0,0,0
AC233755.1,0,0,0,0,0
AC240274.1,0,0,0,0.008684431,0.015974305
AC241377.2,0,0,0.069975346,0.036505172,0
AC241585.2,0,0,0.065200081,0.050784552,0
AC245100.1,-0.123603103,-0.123603103,0.212380122,0.212903607,-0.110573834
AC253572.1,0,0,0,0,0.015974305
ACAA1,0.054860411,-0.234105651,-0.075560006,-0.038025059,-0.126121628
ACAA2,0.167718788,0.319186665,-0.215269906,-0.128212127,-0.100761972
ACACA,-0.040003134,-0.084805084,0.021580131,-0.022693378,-0.032087397
ACACB,0,0,0.015561609,0.064455877,0
ACAD10,0.052082869,0,0.113735191,0.118025654,0
ACAD11,0,0,0.090991662,0.025799634,0.006806038
ACAD8,0.050003854,0.393540825,0.03624324,0.061396181,0.049654557
ACAD9,-0.031486154,-0.108166596,-0.129358952,-0.09947841,-0.148433226
ACADM,0.381594441,0.659541331,-0.073553235,-0.01384172,0.028565936
ACADS,0.044967156,-0.096486017,-0.096486017,-0.074263092,-0.064511534
ACADSB,-0.129410951,-0.129410951,-0.093696202,-0.033649429,-0.114580119
ACADVL,0.0260492,-0.162963489,0.021375039,-0.149140169,0.616954577
ACAP1,0.057850771,-0.611474837,0.019725241,0.303711751,-0.400973151
ACAP2,-0.160878888,0.26340174,-0.185234834,-0.043133297,-0.322262995
ACAP3,0.01525908,-0.062477398,-0.000908975,0.093231065,0.065983865
ACAT1,0.772085799,0.581457449,0.067703254,0.108146741,0.232393149
ACAT2,-0.03461153,0.338811662,0.036241703,0.047446109,-0.027344041
ACBD3,-0.172474974,0.14443375,-0.030117665,-0.128910099,-0.09120793
ACBD4,-0.039066466,0.097062035,0.060199868,-0.039066466,0.00696979
ACBD5,0.080933832,0.162540462,0.170041642,0.081076215,0.141063322
ACBD6,0.103282647,-0.37749622,-0.374025628,-0.231071937,-0.524538569
ACCS,-0.195387836,-0.195387836,-0.162230501,-0.108773055,-0.116659013
ACD,0.152814411,-0.064057715,-0.023520798,0.075098633,0.037372605
ACE,-0.042349931,-0.042349931,-0.042349931,-0.042349931,-0.034273594
ACER1,0,0,0,0,0
ACER3,-0.04156144,-0.093323611,-0.018465215,-0.073540639,-0.062931725
ACHE,0,0,0,0,0
ACIN1,-0.070854304,0.382606624,0.13473195,0.029164067,-0.344021096
ACKR1,0,0,0,0,0
ACKR2,0,0,0,0,0
ACKR3,0,0,0,0,0
ACKR4,0,0,0,0,0
ACLY,0.196172078,-0.118153165,-0.016377447,-0.056569565,-0.044380785
ACO1,-0.072773328,-0.038881157,-0.096316754,-0.030061973,-0.096316754
ACO2,-0.030554001,0.481878643,-0.048500189,-0.000363558,-0.056817822
ACOT11,-0.03760594,-0.061149366,-0.061149366,-0.061149366,-0.061149366
ACOT13,0.164261319,0.031743622,-0.276864965,-0.238866392,-0.202693288
ACOT2,0,0,0.032116168,0,0.014830832
ACOT4,0,0,0.041347312,0,0
ACOT7,0.443204733,0.276879451,-0.08445615,-0.109238233,-0.123382416
ACOT8,0.027382553,-0.094833559,-0.112168879,-0.130399914,-0.117524652
ACOT9,0.088867299,0.162540462,0.165328816,0.27644553,0.099501244
ACOX1,-0.240364147,-0.127692262,-0.240364147,-0.2105251,-0.229401699
ACOX2,0,0,0,0,0
ACOX3,-0.039493195,-0.039493195,-0.003928565,-0.01447331,0.069217984
ACP1,0.292605762,0.799389974,-0.275923306,-0.528975993,-0.415690709
ACP2,-0.240364147,-0.18292855,-0.212005592,-0.240364147,-0.20678236
ACP5,-0.033637051,-0.033637051,0.274709999,0.357248336,0.219176847
ACP6,-0.092286726,-0.092286726,-0.092286726,-0.092286726,-0.077584363
ACPP,0,0,0,0,0
ACRBP,-0.033428761,-0.019297964,-0.076733562,-0.076733562,-0.076733562
ACRC,0,0,0,0.039403092,0.061282638
ACSBG1,0.054009086,0,0.036527726,0.018671381,0
ACSF2,0.002303673,-0.134295018,-0.038114575,-0.080755457,-0.121854784
ACSF3,-0.177623476,-0.121625953,-0.104577706,-0.186431881,-0.225686658
ACSL1,0.079257041,-0.08849648,-0.056168362,0.019533485,-0.080420143
ACSL3,-0.093107501,-0.214571929,0.001546745,-0.121971708,-0.168236141
ACSL4,0.075076045,0.328004362,0.105303308,0.126101147,0.031969981
ACSL5,0.097866957,-0.05541091,0.04739675,0.104687767,0.004383521
ACSL6,0,0,0.037650755,0.013826546,0
ACSM1,0,0,0,0,0
ACSM3,-0.064240705,0.043520075,-0.087063305,-0.15639513,-0.212849692
ACSS1,0.060478791,-0.06530477,-0.174547736,-0.238914922,-0.219358286
ACSS2,-0.078953929,-0.187716654,-0.187716654,-0.187716654,-0.123473433
ACSS3,0,0,0,0,0
ACTA2,0.108383858,-0.129691683,-0.092040928,-0.109763758,-0.129691683
ACTB,1.23585268,2.261408626,-0.17807075,0.25837735,-0.324156217
ACTG1,1.089147883,2.103646514,-2.386021574,-1.868084272,-1.086147939
ACTG2,0,0,0,0.024439125,0
ACTL10,0,0,0,0,0.01575602
ACTL6A,0.186990129,0.208845158,-0.013387826,-0.103698594,-0.079024142
ACTN1,0.088213526,-0.275130909,-0.228571047,-0.235147498,-0.275130909
ACTN1-AS1,0,0,0,0,0
ACTN4,0.148236175,-0.213955845,-0.292777725,-0.19569801,-0.035402852
ACTR10,0.015635439,-0.041010921,0.344357328,-0.042108366,0.011754344
ACTR1A,-0.224679584,-0.435390134,-0.288483799,-0.290121046,-0.226809501
ACTR1B,-0.033612733,-0.194611774,-0.153897527,0.017101741,-0.071861867
ACTR2,0.040404564,0.380207448,0.245207183,0.313120165,-0.383996335
ACTR3,0.457555571,0.872958826,0.178253767,0.299493843,-0.227496508
ACTR3B,0.044628145,0,0,0,0.012440235
ACTR3C,-0.000513579,-0.079987309,-0.079987309,-0.015681825,0.028774195
ACTR5,-0.024211627,-0.061468573,-0.061468573,-0.009322136,-0.051192163
ACTR6,0.086789811,0.366612227,0.305133961,0.231342419,0.133264697
ACTR8,0.054009086,0.488574242,0,0.020997853,0.038727372
ACTRT3,0,0,0,0,0
ACVR1,-0.00250534,-0.047918554,-0.047918554,-0.047918554,-0.033641622
ACVR1B,-0.209506484,-0.240364147,-0.240364147,-0.240364147,-0.228697608
ACVR1C,0,0,0,0,0.069826427
ACVR2A,-0.057578425,-0.057578425,-0.057578425,-0.018711356,-0.057578425
ACVR2B,0.202579151,0.642463554,0.250452714,0.252490417,0.153630059
ACVRL1,0,0,0,0,0
ACY1,0,0,0,0,0
ACY3,0.178748085,0.44035684,0,0,0.01816628
ACYP1,-0.085907529,-0.211936465,-0.374476927,-0.260732138,-0.340330613
ACYP2,0.164206904,-0.149819924,0.109667897,0.002586945,-0.103341152
AD000671.6,0,0,0,0,0
ADA,0.654981604,-0.056498892,-0.178231278,-0.144698556,-0.123121197
ADAL,0.02452312,-0.089793239,0.006618627,0.084940743,-0.038843154
ADAM10,0.030681778,0.081089262,0.17985121,0.162030067,0.040761307
ADAM12,0,0,0,0,0
ADAM15,0.048206665,-0.21599029,-0.21599029,-0.174723121,-0.202961021
ADAM17,0.043777772,-0.251324085,0.231951871,0.364609222,0.179927139
ADAM19,0,0.280554169,0.518517821,0.38581917,0.327328417
ADAM20P1,0,0,0,0,0
ADAM22,0,0,0.038603356,0,0
ADAM23,0,0,0,0,0
ADAM28,-0.049540951,-0.413761015,1.102364564,1.003831498,-0.055824497
ADAM32,0,0,0,0,0
ADAM8,0.164780836,-0.069210896,0.044624282,0.186917187,-0.03250287
ADAM9,-0.167524362,-0.240364147,-0.240364147,-0.171099392,-0.224389842
ADAMDEC1,0,0,0,0.018565466,0
ADAMTS1,0,0,0,0,0
ADAMTS10,-0.050901175,-0.050901175,-0.035339565,-0.050901175,-0.050901175
ADAMTS13,0.038118939,0,0,0,0
ADAMTS14,0,0,0,0,0
ADAMTS17,0,0,0,0,0.007725492
ADAMTS3,0,0,0,0,0
ADAMTS4,0,0,0.037650755,0,0
ADAMTS6,0,0,0.032853033,0.255889224,0
ADAMTS7,0,0,0,0,0.02711566
ADAMTSL3,0,0,0,0,0
ADAMTSL4,0,0,0,0,0
ADAMTSL5,0,0,0,0,0.01816628
ADAP1,0,0,0,0.022189192,0.01575602
ADAP2,0,0,0.090454625,0.118975027,0.008096371
ADAR,-0.00983719,0.121031305,0.305789482,0.427286979,-0.195477503
ADARB1,0.065271742,0.132504192,0.003771444,0.052640837,-0.03003627
ADARB2-AS1,0,0,0,0,0
ADAT1,0.04313125,0.088270105,0.001214556,0.096090367,-0.004797297
ADAT2,0.041686037,0.13073634,0.080196882,0.044042477,0.045130085
ADAT3,0,0,0,0,0
ADCK1,-0.015892388,-0.057578425,-0.057578425,-0.034283696,-0.057578425
ADCK2,0.092159097,0.474024981,-0.05571804,-0.01637606,-0.039743735
ADCK3,0.12239423,-0.212692907,-0.266439266,-0.221688661,-0.21683783
ADCK4,-0.03003627,0.027399328,-0.03003627,-0.020125542,-0.023230231
ADCK5,0,0,0.123753473,0.021083284,0.069062622
ADCY1,0,0,0,0.027412645,0
ADCY2,0,0,0,0,0
ADCY3,-0.07008995,0.037102963,-0.093633376,-0.060452174,-0.093633376
