Gene,T1,T2,T3,T4,T5
GEMIN4,0.062490132,-0.047918554,-0.015601661,0.001306945,-0.047918554
GEMIN5,-0.047663647,0.00977195,0.032405451,-0.018030202,-0.047663647
GEMIN6,-0.028826293,0.011130532,-0.05571804,0.000436075,-0.024826559
GEMIN7,0.088073881,0.057435597,0.432897958,0.365746519,0.088392714
GEMIN8,0.044647601,-0.047663647,0.043561891,-0.02079584,-0.032819177
GEN1,-0.026356339,0.57709223,0.098890754,0.22277503,0.048389514
GET4,0,0.066848572,0,0.013891409,0
GFER,-0.163686872,-0.187230299,0.057627289,0.073468472,0.112386599
GFI1,0.126056553,0,0.027040339,0.015610626,0.018331683
GFI1B,-0.072232162,-0.072232162,-0.072232162,-0.072232162,-0.072232162
GFM1,0.083427334,0.040940566,0.128288038,-0.053124416,-0.167805839
GFM2,-0.03118322,-0.054726647,-0.054726647,0.010852042,-0.054726647
GFOD1,-0.111955557,-0.186480905,-0.138493938,-0.105526648,-0.189151825
GFOD2,0,0,0.107485856,0,0.007387617
GFPT1,-0.14646654,-0.103161395,-0.066802648,-0.014797333,-0.047912899
GFPT2,0,0,0,0,0
GFRA2,0,0,0,0,0
GGA1,-0.275131526,-0.372216108,0.012572777,0.052719623,-0.253133161
GGA2,0.113395634,0.401465479,1.0667476,0.882202669,0.007234545
GGA3,0.019605003,-0.103294819,0.004581507,0.030029933,-0.103294819
GGACT,0,0,0.045401495,0,0.031189764
GGCT,0.343819784,0.406519251,-0.70727926,-0.69008163,-0.674375646
GGCX,0.269676357,0.209457532,0.012643054,0.096387875,0.108390518
GGH,0.689606401,1.135550782,-0.022451189,-0.062988106,0.122196233
GGNBP2,-0.168024284,0.33755287,0.272134752,0.340861064,-0.393102606
GGPS1,-0.118209636,-0.108619746,-0.084848255,0.097443305,-0.149005429
GGT1,0.045413215,0,0.046770443,0.018643391,0.045114863
GGT5,0,0,0,0,0
GGT7,-0.146960896,-0.227271768,-0.189189658,-0.188967008,0.0055886
GH1,-0.088180132,-0.088180132,-0.050330327,-0.072510501,-0.088180132
GHDC,0.120306454,-0.086138481,-0.033826787,-0.016446836,0.020614127
GHET1,0,0,0,0,0
GHITM,0.652101371,1.185938258,0.008177655,-0.023510397,-0.340013777
GHRL,-0.056273394,-0.056273394,-0.006607719,0.060001213,-0.024219654
GHRLOS,0,0,0,0,0
GID4,-0.10539169,-0.150019835,-0.110748648,-0.055794448,-0.117363357
GID8,-0.063298743,0.332698023,-0.126341842,-0.152237,-0.376006252
GIGYF1,-0.133198343,-0.259338315,-0.252279847,-0.177072762,-0.196042711
GIGYF2,-0.119512005,-0.19235179,-0.19235179,-0.093981797,-0.121580868
GIMAP1,0.052082869,0,0.04153182,0.038737703,0
GIMAP2,-0.055209692,-0.31095541,-0.277147697,-0.273054145,-0.280439824
GIMAP4,0,0,0.031383059,0,0
GIMAP5,0,0,0.015992083,0,0
GIMAP6,-0.047918554,-0.047918554,-0.047918554,-0.047918554,-0.033216192
GIMAP7,-0.103550223,-0.103550223,-0.103550223,-0.032466609,-0.054609902
GIMAP8,0,0,0,0,0
GIN1,0,0,0,0,0
GINM1,-0.371653841,-0.205629009,-0.408763907,-0.253810041,-0.279451752
GINS1,0,0.057435597,0,0,0
GINS2,0.36794314,0.796768882,-0.121317713,-0.159200013,-0.174200596
GINS3,0.098557781,0.339860941,0,0,0
GINS4,0.06610404,0.121732386,0.097331386,0.021876936,0
GIPC1,-0.003417027,-0.026903323,-0.084338921,-0.084338921,-0.054212652
GIPC2,-0.057699338,-0.057699338,-0.057699338,-0.057699338,-0.057699338
GIPC3,0,0,0,0,0
GIPR,0,0,0,0,0
GIT1,0.165583869,0.154333531,-0.042749647,-0.027749065,0.000416998
GIT2,0.052166484,-0.110997625,-0.083557737,0.097037066,-0.449671789
GJA1,0,0,0,0,0
GJA4,0,0,0,0,0
GJB6,0,0,0,0,0
GJB7,0,0,0,0,0
GJC1,0,0,0,0,0
GJC3,0,0,0,0,0
GK,0.132644948,0.222411999,0.038909992,0.035770637,0
GK5,0.187732036,0,0,0.063714881,0.012153054
GKAP1,-0.086395706,-0.086395706,0.061221107,-0.015593543,-0.070813995
GLA,0.194366348,0.015085666,0.052476295,0.035833904,0.10599377
GLB1,0.020556453,0.000636223,-0.01212667,-0.036694323,0.019418115
GLB1L,0,0,0,0,0
GLB1L2,0.052082869,0,0,0,0
GLCCI1,-0.042749647,-0.042749647,-0.001802538,-0.006174377,0.220497282
GLCE,-0.109586544,-0.150605024,-0.150605024,-0.117307664,-0.135365789
GLDC,0,0,0,0,0
GLE1,0.03999346,0.096141045,0.002395447,-0.025333301,-0.013524568
GLG1,0.055473717,0.032661847,0.096899679,0.151132954,0.102106677
GLI1,0,0,0,0.014654155,0.009143512
GLI4,0.182416707,-0.033462281,0.058238053,-0.015977398,0.035809685
GLIDR,0,0,0,0.015677532,0.043480099
GLIPR1,0.078935077,-0.324045058,-0.109265602,-0.173147419,-0.301859735
GLIPR1L1,0,0,0,0,0
GLIPR1L2,0,0,0,0,0
GLIPR2,-0.046166495,-0.137271302,-0.173359814,-0.052100072,-0.163497851
GLIS2-AS1,0,0,0,0,0.006124303
GLIS3,0,0,0,0,0
GLMN,0.016209934,0.018369131,0.095848119,0.138340626,-0.039066466
GLMP,-0.04938851,-0.04938851,-0.04938851,-0.04938851,0.036795509
GLO1,-0.034474819,0.135061656,-0.244586289,-0.245682049,-0.074145118
GLOD4,0.162524553,-0.136628318,0.095370343,0.056683348,-0.146636995
GLRB,0,0,0,0,0
GLRX,0.055244857,0.590763132,-0.330203113,-0.145712155,0.733661186
GLRX2,-0.011844346,-0.072715335,0.008247023,-3.37E-05,0.011725974
GLRX3,0.414661351,0.11741971,-0.115593289,-0.029453034,-0.193504979
GLRX5,0.24870423,0.640082562,-0.011449678,-0.105304243,-0.075183835
GLS,-0.069549793,-0.041573727,-0.065488672,0.129945406,0.298999308
GLS2,0,0,0,0.019936446,0
GLT1D1,0,0,0,0,0
GLT8D1,-0.133491714,-0.097500806,-0.080896204,-0.115404372,-0.115058182
GLTP,0.016875857,-0.133665852,-0.012142415,-0.007714595,-0.416751804
GLTSCR1,0,0.057435597,0,0.042129571,0.055408143
GLTSCR1L,-0.042749647,-0.042749647,0.05187582,-0.024918823,0.017124675
GLTSCR2,-0.635672475,-0.295769764,0.097307861,0.013244648,-1.688927508
GLUD1,-0.044816478,-0.418565119,-0.073290336,-0.212959129,-0.434612769
GLUL,0.357936159,-0.445062366,-0.594060738,-0.724821561,-0.644009551
GLYATL2,0,0,0,0,0
GLYCTK,0.035209647,0.076009693,-0.054726647,-0.049739284,-0.006253159
GLYR1,0.203117743,-0.050901175,0.122232133,0.130064359,-0.003389791
GM2A,0,0.066848572,0.06804804,0.033537497,0.062147898
GMCL1,0.097731308,0.359278538,0.292904105,0.12646815,-0.06452453
GMDS,0.235185875,-0.169201846,-0.285175717,-0.169606982,-0.160261048
GMDS-AS1,0.13476098,0.136128501,0,0.103184658,0.046929375
GMEB1,0.361603062,-0.054726647,0.150973218,0.315352649,0.028034966
GMEB2,-0.04938851,0.4661756,0.069901097,0.062001656,-0.035576313
GMFB,0.084103151,0.334817358,0.249188207,0.143379551,-0.227166868
GMFG,-0.158221127,-0.488721557,-1.369116763,-1.524491139,-2.07997833
GMIP,0.053906828,0.256369766,0.133876833,0.048549948,0.020553537
GMNN,0.508655616,1.138153505,0.022816581,0.061014863,-0.00561576
GMPPA,0.09344134,0,0.037514173,0.030036216,0.286679013
GMPPB,0.074798048,0,0.221101152,0.238036991,0.270130896
GMPR,0,0,0,0,0.025921202
GMPR2,0.036387421,-0.03514555,-0.272043488,-0.265148331,-0.313589776
GMPS,0.285750773,0.857329564,-0.328547261,-0.373312216,-0.484039688
GNA11,-0.240364147,-0.240364147,-0.240364147,-0.240364147,-0.225661785
GNA12,-0.306338808,-0.335252195,-0.189099688,-0.23008434,-0.281427126
GNA13,-0.059466959,0.026597243,0.374748818,0.301774595,0.011332165
GNA15,-0.156492488,-0.913010814,-1.472752848,-1.455612556,-1.472752848
GNAI1,-0.299181863,-0.482785648,-0.482785648,-0.482785648,-0.482785648
GNAI2,0.218498663,0.248061114,-0.202736301,-0.041276117,-0.156424437
GNAI3,-0.382899686,0.290123522,-0.521538626,-0.720433122,-0.696114916
GNAL,0,0,0.035321683,0,0
GNAO1,0,0,0,0,0
GNAQ,0.168823791,-0.132164616,-0.388534382,-0.38043792,-0.37383202
GNAS,0.501279369,0.901824728,0.063504723,0.075638131,-0.350118813
GNAS-AS1,0,0,0,0,0
GNAZ,0,0.057435597,0,0,0
GNB1,0.094955597,0.592327198,-0.227170921,-0.452999863,-0.44575017
GNB1L,0.08124309,-0.041601886,0.000761726,-0.02041083,-0.035186853
GNB2,0.296357602,0.349925057,-0.352226701,-0.134882346,-0.259979553
GNB2L1,-0.255485018,-0.688564279,-0.662462328,-0.842559698,-2.404318733
GNB3,0,0,0,0,0.010800606
GNB4,0.460234165,0.24637139,-0.095912462,-0.256699725,-0.316278102
GNB5,0.007648888,0.641465019,0.509393243,0.286378395,-0.090097609
GNE,0.107343583,0.057435597,0,0.155726081,0
GNG10,-0.008430405,-0.046549344,-0.046549344,-0.037864913,-0.033205393
GNG11,-0.072921456,-0.163582316,-0.163582316,-0.122240589,-0.163582316
GNG2,-0.275217946,-0.131923614,0.024945142,0.220874352,-0.267120112
GNG3,0,0,0.037095518,0.043536295,0.026134403
GNG5,0.331310106,0.682423622,-0.424011587,-0.278763819,-0.094578628
GNG7,0.152943266,0.155761039,0.299301875,0.537577158,0.981588735
GNG8,0,0,0.031316512,0.024286406,0
GNGT2,0,0,0,0.015701283,0.012440235
GNL1,-0.007377457,0.076736012,0.082812178,-0.126044534,-0.196155098
GNL2,0.38202145,0.473012275,-0.07065626,0.03232053,-0.18060411
GNL3,0.315349129,0.542159357,0.233059343,0.104588694,-0.066360166
GNL3L,0.103392898,0.280554169,0.031180126,0.05773484,0
GNLY,0.061441063,0.130581969,0.328524521,0.444321608,0.45369971
GNMT,0,0,0,0,0
GNPAT,0.298538999,0.211811858,0.168304003,0.056875853,-0.116798183
GNPDA1,0.059165155,0,0,0.008817422,0.006415034
GNPDA2,0.199051125,0,0.189798947,0.197516043,0.021260008
GNPNAT1,0.179114326,0.132234051,0.023827053,-0.011890178,0.049014934
GNPTAB,0.068330976,0.194265905,0.233360389,0.179593497,-0.152790928
GNPTG,0.246548767,-0.143823102,-0.015954893,-0.083655209,0.15501764
GNRH1,0,0,0,0.020745665,0.012259091
GNS,0.017008005,-0.041601886,-0.041601886,-0.027827438,-0.013766939
GOLGA1,-0.094751353,-0.094751353,-0.094751353,-0.084883089,-0.056781139
GOLGA2,0.015006078,0.200441461,0.038394026,0.037815557,-0.010236508
GOLGA3,0.061043527,0,0.122521619,0.06339889,0.123666713
GOLGA4,0.095138022,0.324734716,0.430174009,0.424502528,0.121944178
GOLGA5,-0.026526498,-0.087570025,-0.046222713,0.052956651,0.071767785
GOLGA6L10,0.043304801,0,0,0.012024532,0
GOLGA6L4,0.052082869,0,0,0,0.01027641
GOLGA6L9,0,0,0,0,0
GOLGA7,0.095350499,-0.250559487,-0.194381428,-0.179030608,-0.13852232
GOLGA7B,0,0,0,0,0
GOLGA8A,0.033428125,-0.111807386,-0.111807386,0.123539909,-0.023026257
GOLGA8B,-0.249949299,-0.025924048,-0.165416182,-0.00415798,-0.257618591
GOLGA8M,0,0,0,0,0
GOLGA8N,-0.006156535,-0.087926663,-0.087926663,-0.068563417,-0.075667572
GOLGA8Q,0,0,0,0,0
GOLGA8R,0.047635186,-0.046549344,-0.046549344,-0.028088598,-0.046549344
GOLGB1,-0.07681124,-0.215541359,0.250359893,-0.044582493,0.09036184
GOLIM4,0.165109372,0.905345646,-0.126040668,-0.143804007,-0.164068628
GOLM1,0.026891746,0,0,0,0
GOLPH3,0.028835769,-0.328869309,-0.43554892,-0.350735908,-0.453069674
GOLPH3L,-0.208987708,-0.287288045,-0.287288045,-0.268599831,-0.240313357
GOLT1A,0,0,0,0,0
GOLT1B,-0.149095167,-0.003597532,0.018591088,0.092282793,0.156222371
GON4L,-0.085277583,0.122689246,0.204614955,0.024550159,-0.103312349
GOPC,-0.035675297,-0.137329862,0.018368905,-0.052982293,-0.137329862
GORAB,0,0,0.133526539,0.010208465,0.030716967
GORASP1,0.030857663,0,0,0.02189234,0.011672316
GORASP2,-0.221987068,-0.085050112,-0.285004625,-0.051122106,0.197307955
GOSR1,-0.100121629,-0.178148567,0.294658495,0.006690281,-0.129978936
GOSR2,0.172258746,-0.042749647,0.089962074,0.04062194,0.024014665
GOT1,0.096785426,0.162540462,0.078735862,0.019934313,0.016542269
GOT2,-0.016033556,0.309454843,-0.138603913,-0.148076481,-0.060182866
GP1BA,0.05564067,0,0.043943794,0.015378985,0
GP5,0,0,0,0,0
GP6,0,0,0.043049443,0,0
GP9,0,0,0,0,0
GPA33,0,0,0,0,0
GPAA1,0.194575674,-0.205206076,-0.170714718,-0.054332466,0.164287891
GPALPP1,-0.038989212,0.317672225,-0.176334101,-0.098442276,-0.205973963
GPAM,0.051762171,0,0,0.030516163,0
GPANK1,0.078060043,0.198370869,-0.008695147,0.131497875,-0.023086129
GPAT2,0,0,0,0,0.035192127
GPAT3,-0.114728907,-0.114728907,-0.114728907,-0.114728907,-0.098754602
GPAT4,0.165433665,-0.056273394,0.101968526,0.241615435,-0.010159655
GPATCH1,0.131276249,0.288511167,-0.039493195,-0.001748572,-0.027340141
GPATCH11,0.050152118,0.300228532,0.054170898,-0.01580149,-0.017841894
GPATCH2,0.018532745,-0.054726647,-0.054726647,0.042370528,0.000886198
GPATCH2L,-0.334585103,-0.182414149,-0.350001782,-0.407163271,-0.403082857
GPATCH3,0.090397057,-0.031446027,0.007908465,0.104652693,-0.019650326
GPATCH4,-0.098390224,-0.082436615,-0.000524932,0.01269489,-0.175721746
GPATCH8,-0.456432891,0.680353858,0.138947425,0.040057635,-0.532595031
GPBAR1,0,0,0.030605949,0.021701337,0
GPBP1,-0.638126777,-0.167082135,0.280687422,0.080572181,-0.601096264
GPBP1L1,-0.173474852,0.229342243,-0.028912096,-0.114807161,-0.257255885
GPC1,0,0,0.041981431,0,0
GPC2,0,0.256369766,0.049375832,0,0
GPC3,0,0,0,0,0
GPC4,0,0,0,0,0
GPC6,0,0,0,0,0
GPCPD1,-0.06109003,0.512942013,0.131855726,0.180991298,-0.04999198
GPD1L,0.002040062,0.024098924,-0.042749647,-0.031307037,-0.020258299
GPD2,-0.02171053,-0.048602277,-0.048602277,-0.015692399,-0.048602277
GPER1,0,0,0,0,0.023816036
GPHN,0.104004973,0,0.027040339,0.07229784,0
GPI,0.358177626,-0.112514028,-0.098931088,-0.158605894,-0.236924419
GPKOW,0.070082028,0.011364945,-0.009542926,0.021934833,-0.03234069
GPLD1,0,0,0.040893136,0,0
GPM6A,0,0,0,0.151630222,0
GPM6B,-0.088000148,0.098166459,0.004944543,-0.059005594,-0.059486975
GPN1,-0.221552781,-0.243807864,-0.300388868,-0.305795781,-0.303191168
GPN2,0.061059638,-0.057699338,0.160480747,0.04830334,-0.04733963
GPN3,0.017675832,-0.239104388,-0.305952959,-0.259671705,-0.284447471
GPNMB,0,0,0,0,0.026462888
GPR107,-0.033637051,-0.033637051,0.006952903,0.04623829,-0.023360641
GPR108,-0.313118534,0.181686862,-0.313118534,-0.202575533,-0.068908386
GPR12,0,0,0.020433234,0.018841097,0
GPR132,0,0,0.046545723,0.031700966,0
GPR135,-0.039066466,-0.039066466,-0.039066466,-0.039066466,-0.039066466
GPR137,-0.02505885,0.256006548,0.159458628,0.068633292,0.042437786
GPR137B,0.054009086,0,0.062302932,0.099067729,0.013812197
GPR137C,0,0,0,0,0
GPR141,-0.042349931,-0.042349931,-0.042349931,-0.042349931,-0.042349931
GPR146,-0.098926473,0.256233095,-0.046549542,0.007876148,-0.098926473
GPR150,0,0,0,0,0.006124303
GPR153,0,0,0,0,0.010800606
GPR155,0.044801951,0,0.091059643,0.120735185,0.104972821
GPR157,0,0,0,0.021838521,0
GPR160,0.095128343,0,0.169931315,0.049742044,0.281335222
GPR161,0,0,0,0,0
GPR162,0,0,0,0,0
GPR171,-0.221765102,-0.287869142,-0.254061429,-0.287869142,-0.287869142
GPR173,0.064470856,0,0,0,0.021200523
GPR174,0,0,0,0,0
GPR176,0,0,0,0,0.064995128
GPR18,0.04101848,0.280554169,0.527886169,0.221158187,0.012801668
GPR180,0,0.47398281,0,0.017396834,0.051415517
GPR183,0.139851344,0.419507294,1.81921511,2.254413199,0.09251034
GPR19,-0.010093624,-0.033637051,-0.033637051,-0.033637051,-0.033637051
GPR27,0.037256946,0,0,0,0
GPR3,0.061043527,0,0,0,0
GPR34,0,0,0,0,0
GPR35,0.041686037,0,0.059114438,0,0.027017
GPR55,0,0,0,0,0
GPR63,0,0,0,0,0
GPR65,-0.101630945,-0.101630945,0.407424982,0.514540297,-0.077036432
GPR68,0,0,0,0,0
GPR82,0.030857663,0,0.043614308,0.075333662,0
GPR84,0,0,0,0,0
GPR89A,0.096863786,-0.057578425,0.036761367,0.027379019,-0.019925145
GPR89B,0.052082869,0,0.052955688,0.042362136,0.020467285
GPRASP1,0,0,0.015561609,0.033051364,0
GPRASP2,-0.042349931,-0.042349931,-0.042349931,-0.042349931,-0.042349931
GPRC5A,0,0,0,0,0
GPRC5C,0.007423878,0.135842259,-0.08656974,-0.08656974,-0.059636525
GPRC5D,0,0,0,0,0.037555224
GPRIN1,0,0.057435597,0,0,0
GPRIN3,-0.049286262,-0.101048433,-0.06873154,-0.072398033,-0.066260404
GPS1,0.278850462,0.507545497,-0.132390543,-0.007047082,-0.001533261
GPS2,-0.041016925,0.079849102,0.067437073,0.072038656,-0.013517292
GPSM1,0.075324511,0.136128501,0,0,0
GPSM2,-0.28726427,-0.407181483,-0.379037161,-0.452160812,-0.464822656
GPSM3,-0.051124469,-0.044348155,0.547040593,0.732560076,-0.173582816
GPT,0,0,0,0,0
GPT2,0.175844863,0,0.028480041,0.018565466,0.080494087
GPX1,0.799984523,-1.201619988,-1.505369427,-1.437133496,-1.351669203
GPX2,0,0,0,0,0
GPX3,0,0,0,0,0
GPX4,0.310073371,-0.287812612,-0.603540645,-0.261062765,-0.548541742
GPX7,0.395644079,0.280412454,0.006611583,-0.140708837,-0.078510372
GPX8,0,0,0,0,0
GRAMD1A,-0.358173368,-0.431522061,-0.458166522,-0.390742456,-0.433134191
GRAMD1B,0.028913387,0,0,0,0
GRAMD1C,-0.012782236,-0.050901175,-0.050901175,0.024979755,-0.025868957
GRAMD3,-0.240364147,-0.240364147,-0.201454155,-0.205618206,-0.207470845
GRAMD4,-0.001501705,-0.041243516,-0.098679113,-0.098679113,-0.082704808
GRAP,0,0,0.020433234,0.08278823,0
GRAP2,0,0,0.051055204,0.037586546,0
GRAPL,0,0,0,0,0
GRASP,0,0,0.267869062,0.193167321,0
GRB10,0.04101848,0,0,0,0
GRB2,0.190594211,1.030825596,0.449995815,1.029674122,0.315561062
GREB1L,0,0,0,0.008684431,0
GREM1,0,0,0,0.025459745,0
GREM2,0,0,0,0,0
GRHL1,0,0,0,0.026523997,0.063387991
GRHPR,-0.143419497,-0.172158218,-0.42402616,-0.400003872,-0.373531055
GRIK4,0,0,0,0,0
GRIK5,0,0,0,0,0.015974305
GRIN2C,0,0,0,0,0.02713647
GRINA,-0.06476038,-0.12853148,-0.285873955,-0.167052972,0.016245636
GRIP1,0,0,0,0,0.110547973
GRIPAP1,-0.016442108,-0.087688002,0.084359654,0.07445731,-0.152800088
GRK4,0.117724127,0,0,0,0.055590089
GRK5,0.037256946,0,0.153131034,0.358928223,0.068902711
GRK6,-0.029045097,-0.006834917,0.258238513,0.257855947,0.122500853
GRM2,0,0,0,0.015018697,0
GRM3,0,0,0,0,0
GRM6,0,0,0,0,0
GRN,0.233045988,0.139679766,0.116456256,0.115914475,0.202023964
GRPEL1,-0.173647581,0.221057662,-0.099007215,0.108212655,-0.13600138
GRPEL2,0.064470856,0,0,0.017090827,0.013343951
GRSF1,0.131068197,0.429375777,-0.08603058,-0.171597044,-0.234884086
GRTP1,0,0,0,0,0.012259091
GRWD1,-0.007481895,0.135003003,0.096644909,0.237162094,-0.032829214
GS1-124K5.11,0.044628145,0.066848572,0,0,0
GS1-124K5.3,0,0,0,0.053532766,0.020623479
GS1-124K5.4,0.005849966,-0.115437726,-0.115437726,-0.069199711,-0.085352261
GS1-166A23.2,0,0.136128501,0,0,0
GS1-24F4.2,0,0,0,0,0
GS1-259H13.2,0,0,0,0,0
GS1-279B7.2,0,0,0,0,0
GS1-393G12.14,0,0,0,0,0
GSAP,-0.047663647,-0.047663647,0.398266837,0.208786307,-0.039567276
GSC,0,0,0,0,0
GSDMA,0,0,0,0,0
GSDMB,0,0,0.02418738,0,0.014276932
GSDMD,-0.028066284,-0.359439818,-0.454475041,-0.352246851,-0.511302237
GSE1,0.116382025,0.079382455,0.045936116,0.02431258,0.007289072
GSG2,0,0.256369766,0,0,0
GSK3A,0.015052196,-0.057699338,0.019789085,0.009308429,-0.023283904
GSK3B,-0.040115947,-0.152872512,-0.024160529,0.031021594,0.021801238
GSKIP,-0.295388388,-0.125196956,-0.043875544,-0.293032404,-0.080370389
GSN,0.06185231,-0.279572116,-0.337007714,-0.215323213,-0.337007714
GSN-AS1,0,0,0,0,0
GSPT1,0.168316124,-0.113184532,0.07692054,0.164277867,0.008928214
GSPT2,0.023437095,-0.107201699,-0.107201699,0.03121971,-0.080183309
GSR,0.030857663,0,0.046647263,0.020011293,0.063888643
GSS,0.167262364,0.183293826,-0.130604435,-0.14579103,-0.097504211
GSTA4,-0.234497694,-0.286259865,-0.253278773,-0.232522176,-0.246055011
GSTCD,0.023543427,0,0,0.019927925,0.022521383
GSTK1,0.41893125,-0.468237209,-0.45705696,-0.037320481,-0.173522208
GSTM1,0,0,0,0,0
GSTM2,0.113631949,0,0,0,0
GSTM3,-0.241680984,-0.338603335,-0.338603335,-0.338603335,-0.326163101
GSTM4,0.135038132,-0.106860573,-0.173709144,-0.109152643,-0.134314526
GSTM5,0.195925537,0.066848572,0,0,0
GSTO1,0.442163479,0.595814432,-0.584870339,-0.451808528,-0.621920548
GSTO2,0,0,0,0,0.010962448
GSTP1,1.053681079,-0.140516245,-1.103854592,-1.116504757,-0.579994316
GSTZ1,0.06452346,-0.152829211,-0.219677783,-0.181680942,-0.178994253
GTDC1,0.027362475,0.386219342,-0.051370651,0.006581244,-0.03626836
GTF2A1,-0.04938851,-0.04938851,0.067452311,0.023704385,0.030156961
GTF2A2,0.2823025,0.297434581,-0.156481143,-0.215157226,-0.384128451
GTF2B,0.161593919,0.114479928,0.414220954,0.237294833,-0.123215461
GTF2E1,-0.026124009,0.098482747,-0.027006499,-0.053975046,-0.00065153
GTF2E2,0.049587415,-0.039066466,0.140216975,0.252309112,0.107304298
GTF2F1,0.148702768,0.186781345,-0.054514616,-0.053113773,-0.17051198
GTF2F2,0.075287208,0.503415986,-0.143224971,-0.082280263,-0.197246076
GTF2H1,0.008065076,0.120993356,0.012892232,-0.076770346,-0.033147849
GTF2H2,0.089222464,-0.054726647,0.125528894,0.102433827,0.186701929
GTF2H2C,0.006831815,-0.087570025,-0.056186966,0.029966309,-0.075903486
GTF2H3,0.201325039,0,0.134349916,0.074084601,0.014702362
GTF2H4,0,0,0,0,0
GTF2H5,0.156328471,0.188334323,-0.144502841,-0.180923891,-0.265537427
GTF2I,0.101321721,-0.072395864,-0.36012121,-0.28622285,-0.297406562
GTF2IRD1,0,0,0,0,0
GTF2IRD2,0.051569328,0.399898518,0.156356104,0.152067532,0.023087661
GTF2IRD2B,0.007722116,-0.047918554,-0.047918554,-0.012381208,-0.034188593
GTF3A,-0.037809943,-0.235559319,-0.340846699,-0.319591427,-0.73343024
GTF3C1,-0.066166317,0.025545648,-0.033676128,-0.041546268,-0.032644689
GTF3C2,0.048331231,0.249090516,0.051320452,-0.094219777,-0.132416546
GTF3C2-AS1,0,0.256369766,0.02418738,0,0
GTF3C3,0.068983124,0.07656961,-0.083479544,-0.08278509,0.050229056
GTF3C4,0.065536944,-0.039066466,0.087080997,0.060431519,-0.026804541
GTF3C5,0.32301752,0.204409506,0.020083217,0.043318239,-0.128770742
GTF3C6,0.536429379,0.685146369,0.114547587,0.046967164,-0.081938702
GTPBP1,-0.117860389,0.661377397,-0.024730502,0.068836144,-0.286485666
GTPBP10,-0.033462281,-0.033462281,0.01387914,0.019514637,-0.026656243
GTPBP2,0,0,0,0,0
GTPBP3,0.187394646,0.368136692,0.009640772,-0.020904558,0.022414013
GTPBP4,0.191896518,0.084022801,0.259742418,0.05723704,-0.253606607
GTPBP6,-0.123613403,0.10767137,0.169108955,0.068722047,-0.067660837
GTPBP8,-0.032743708,-0.117670661,-0.157478894,-0.109133288,-0.164630966
GTSCR1,0,0,0,0,0
GTSE1,0.030857663,0.35896995,0.032981092,0,0
GTSE1-AS1,0,0,0,0,0
GTSF1,-0.003975295,0.008047087,-0.04938851,-0.013348811,-0.012294931
GUCA1B,0,0,0,0.026925977,0
GUCD1,0.116377532,0.646686142,0.525751798,0.232693443,0.029955199
GUCY1A3,0.016567059,-0.154902455,-0.154902455,-0.154902455,-0.128439567
GUCY1B3,-0.084854266,-0.211626431,-0.211626431,-0.211626431,-0.211626431
GUCY2C,0,0,0.084620598,0.079849803,0
GUCY2D,0,0,0,0,0.095574684
GUF1,-0.153624475,-0.05918201,-0.04949819,-0.079435106,-0.181498315
GUK1,0.199468473,0.757454034,0.375859726,0.674673431,0.4654799
GUSB,0.424346817,0.208994086,-0.007376731,0.010600768,0.179833898
GVQW2,0,0,0,0,0
GXYLT1,-0.282723607,0.037977433,-0.155667214,-0.057347127,-0.304855208
GXYLT2,0,0,0,0,0
GYG1,-0.041910719,-0.465159549,-0.300795101,-0.256599228,-0.143778641
GYG2,0,0,0,0,0
GYLTL1B,0,0,0.039808696,0.015146735,0
GYPA,0,0,0,0,0
GYPB,0,0,0,0,0.016542269
GYPC,0.608606269,-1.128987838,-1.229503949,-1.403885036,-1.047287934
GYPE,0,0,0,0,0
GYS1,0.127310532,0,0,0,0
GZF1,-0.016805984,0.019184924,0.076762534,0.02910662,0.003524113
GZMA,0,0,0,0.073116011,0
GZMB,0,0,0.121569651,0.053442945,0.016542269
GZMH,0,0,0,0.089084683,0.161873325
GZMK,0,0,0.044483273,0.028729822,0.013729962
GZMM,0,0,0.140182595,0.126908872,0.161008857
H1F0,-0.704177336,-1.18652531,-1.467079479,-1.39139742,-1.432545905
H1FX,0.108774628,0.776941597,-0.339478929,-1.229165494,0.219992028
H1FX-AS1,0,0,0,0.019243403,0.083115325
H2AFJ,-0.152173793,-0.530248608,-0.564226688,-0.469375039,-0.369623109
H2AFV,0.15605653,1.473750123,-1.059639874,-0.763237449,-1.043888601
H2AFX,-0.314930545,0.398632011,-0.189741674,-0.287246683,-0.272598879
H2AFY,0.096814891,0.422314779,-2.427418634,-2.405677088,-2.687374
H2AFY2,0.158260239,0.057435597,0,0,0
H2AFZ,2.559398593,3.539019017,-0.058344286,0.113244984,0.37885246
H2BFS,0,0,0,0,0.011672316
H3F3A,0.349212426,1.184162261,-0.975123439,-0.699144679,-2.37638676
H3F3B,0.280714362,-0.304190045,0.077340941,0.00894398,-0.981803786
H3F3C,-0.034083302,-0.057626729,-0.028559663,-0.011102229,-0.028892284
H6PD,-0.119860083,-0.157117028,-0.141555419,-0.157117028,-0.090040284
HAAO,0.085219138,0,0,0.047378636,0
HABP4,0.038118939,0,0.020433234,0.018460747,0.027302059
HACD1,0.243370889,-0.325118961,-0.325118961,-0.325118961,-0.312965907
HACD2,-0.166441751,-0.132136378,-0.190220749,-0.128364218,-0.252290574
