"","ENSG00000164284","ENSG00000113356","ENSG00000155858","ENSG00000158560","ENSG00000073670","ENSG00000233041","ENSG00000132563","ENSG00000103222","ENSG00000138031","ENSG00000163472","ENSG00000206503","ENSG00000175662","ENSG00000130038","ENSG00000164690","ENSG00000137571","ENSG00000123560","ENSG00000133710","ENSG00000119787","ENSG00000166436","ENSG00000162231"
"DEGscore",194.468591907974,755.78118616361,12.5008219963159,214.502440988376,2.84569712774371,35.5278446983198,10.6359038372677,27.6556204717515,304.290176705517,9.83167116963897,22.3724755995743,23.8427783978817,16.7322506177429,6.7004055831721,32.2518157275368,7.13559328206197,262.674818505019,4.5185736015294,1.92694460579207,11.7996869933933
